DIVISION,ST,AGEP,CIT,MAR,SCHL,WAGP,NATIVITY
8,4,11,1,5,16.0,1,1
9,6,7,1,5,12.0,0,1
1,9,46,1,2,16.0,0,1
9,6,17,5,1,17.0,2,2
5,12,19,1,1,21.0,9,1
5,12,6,5,5,10.0,0,2
2,42,12,1,5,21.0,0,1
6,28,32,1,1,21.0,12,1
7,48,40,1,1,22.0,0,1
4,19,24,1,4,16.0,4,1
8,30,6,1,5,9.0,0,1
8,32,12,1,5,21.0,0,1
9,53,29,1,1,21.0,7,1
4,19,15,1,5,19.0,2,1
9,6,21,1,1,13.0,3,1
7,48,17,1,1,22.0,3,1
9,6,35,1,1,22.0,0,1
9,6,12,1,5,11.0,0,1
5,37,37,1,1,23.0,0,1
9,6,35,1,2,20.0,1,1
5,45,26,1,1,16.0,0,1
5,13,34,1,1,13.0,0,1
9,6,10,1,5,19.0,0,1
7,48,28,5,1,1.0,3,2
3,17,21,1,1,24.0,17,1
3,55,6,1,5,11.0,0,1
8,35,1,1,5,0.0,0,1
7,48,25,4,1,16.0,0,2
2,42,26,1,1,17.0,3,1
3,17,16,1,3,19.0,2,1
9,6,8,1,5,14.0,0,1
3,55,30,1,1,16.0,0,1
9,53,25,1,3,18.0,2,1
2,36,19,4,1,21.0,10,2
4,20,9,1,5,19.0,0,1
2,34,18,1,5,13.0,1,1
0,72,1,2,5,0.0,0,1
5,12,6,1,5,10.0,0,1
7,48,23,1,1,23.0,6,1
5,13,15,1,4,18.0,0,1
5,51,11,1,5,21.0,3,1
3,17,10,1,1,20.0,0,1
5,51,10,1,5,19.0,0,1
8,8,22,1,4,15.0,0,1
1,23,3,1,5,2.0,0,1
2,34,18,1,5,16.0,0,1
2,36,23,1,3,21.0,5,1
3,39,29,1,3,16.0,3,1
5,13,36,1,1,23.0,1,1
2,36,20,1,5,22.0,8,1
9,6,3,1,5,3.0,0,1
8,8,29,1,1,21.0,1,1
4,31,30,1,1,19.0,7,1
9,6,12,1,5,21.0,3,1
9,6,21,1,1,21.0,3,1
5,12,35,1,3,16.0,0,1
6,47,35,1,1,22.0,0,1
9,6,0,1,5,0.0,0,1
5,13,39,1,2,13.0,0,1
5,13,40,1,1,16.0,0,1
7,48,27,4,1,21.0,0,2
3,39,15,1,1,18.0,5,1
3,39,8,1,5,13.0,0,1
8,4,26,1,1,21.0,6,1
8,35,21,1,3,19.0,0,1
4,38,38,1,2,19.0,0,1
5,13,16,1,1,18.0,1,1
4,31,7,1,5,9.0,0,1
2,36,2,1,5,3.0,0,1
3,39,2,1,5,1.0,0,1
3,17,48,5,2,16.0,0,2
3,39,41,1,3,16.0,0,1
5,13,26,5,3,1.0,0,2
3,55,7,1,5,11.0,0,1
7,48,14,1,5,19.0,0,1
5,13,7,1,5,11.0,0,1
2,42,39,1,3,16.0,0,1
5,12,11,1,1,15.0,1,1
1,25,42,4,1,22.0,0,2
5,13,37,1,3,15.0,0,1
5,51,36,1,1,10.0,0,1
9,6,31,5,1,21.0,0,2
5,45,8,1,5,14.0,0,1
2,36,41,1,3,18.0,0,1
8,4,35,1,1,20.0,0,1
9,6,9,1,5,19.0,0,1
2,42,19,1,1,21.0,3,1
8,4,22,1,3,19.0,2,1
9,41,36,1,1,21.0,0,1
3,26,21,1,1,19.0,0,1
5,37,15,1,1,22.0,5,1
5,12,26,4,1,21.0,3,2
4,29,28,5,4,12.0,0,2
3,17,7,1,5,12.0,0,1
9,41,36,1,1,18.0,0,1
5,51,12,1,4,16.0,0,1
9,2,13,4,5,16.0,3,2
1,9,19,1,1,20.0,3,1
9,6,34,1,1,21.0,0,1
2,36,27,1,2,19.0,2,1
7,48,35,1,1,19.0,0,1
8,32,31,1,3,17.0,1,1
3,26,1,1,5,1.0,0,1
2,42,29,1,1,22.0,3,1
4,31,25,1,1,20.0,2,1
4,29,0,1,5,0.0,0,1
9,53,24,1,1,20.0,0,1
2,42,34,1,1,19.0,0,1
7,48,36,4,1,21.0,0,2
6,21,21,1,1,16.0,2,1
5,13,30,4,1,21.0,10,2
2,36,38,2,5,16.0,0,1
2,36,15,1,1,21.0,14,1
9,6,23,1,1,19.0,0,1
3,26,26,1,1,16.0,4,1
7,22,36,1,1,16.0,0,1
2,42,5,1,5,7.0,0,1
9,6,22,4,5,18.0,0,2
5,24,14,1,5,21.0,5,1
9,6,8,1,5,14.0,0,1
9,6,39,1,1,19.0,0,1
3,17,31,4,3,19.0,0,2
8,4,34,1,1,21.0,0,1
9,15,8,1,5,14.0,0,1
2,36,5,1,5,8.0,0,1
5,45,0,1,5,0.0,0,1
9,6,11,1,1,19.0,0,1
2,42,4,1,5,6.0,0,1
9,53,35,1,1,21.0,0,1
3,26,21,1,1,19.0,0,1
7,48,11,5,1,16.0,0,2
2,42,19,1,1,20.0,2,1
5,12,35,1,1,20.0,0,1
5,12,5,1,5,6.0,0,1
5,51,32,1,5,16.0,0,1
9,6,35,1,5,20.0,0,1
9,6,35,1,3,19.0,0,1
8,30,33,1,1,18.0,0,1
1,9,25,4,3,19.0,0,2
8,16,35,1,5,16.0,0,1
9,6,41,1,2,19.0,0,1
7,48,13,1,5,21.0,0,1
3,26,13,1,5,16.0,0,1
5,12,33,1,1,16.0,0,1
7,48,26,1,1,20.0,3,1
2,42,8,1,5,13.0,0,1
2,42,15,1,5,16.0,2,1
2,42,23,1,1,20.0,0,1
9,6,29,1,1,21.0,6,1
9,6,8,1,5,14.0,0,1
9,6,19,1,1,21.0,0,1
7,48,33,4,3,9.0,0,2
4,31,36,1,1,22.0,0,1
4,27,21,1,1,19.0,5,1
3,18,37,1,1,23.0,0,1
3,39,5,1,5,7.0,0,1
3,17,15,1,5,16.0,5,1
6,21,10,1,5,16.0,1,1
9,6,42,1,1,19.0,0,1
3,17,41,5,1,17.0,0,2
8,8,31,1,4,16.0,2,1
6,1,27,1,1,22.0,5,1
8,32,13,3,5,16.0,0,1
5,12,31,1,1,16.0,1,1
6,47,41,1,1,16.0,0,1
5,45,23,1,1,23.0,2,1
5,12,34,1,1,18.0,0,1
3,39,36,1,1,19.0,0,1
9,6,48,1,2,19.0,0,1
9,53,31,1,1,16.0,0,1
7,48,5,1,5,7.0,0,1
5,12,17,1,1,10.0,2,1
8,4,30,1,5,17.0,1,1
2,42,25,1,1,22.0,4,1
4,27,13,1,5,19.0,3,1
9,6,18,1,1,16.0,1,1
2,42,32,1,1,22.0,2,1
5,12,42,1,1,18.0,0,1
9,6,24,1,1,21.0,13,1
5,13,29,1,3,16.0,4,1
2,36,34,1,1,21.0,0,1
2,42,33,1,1,17.0,0,1
5,12,31,1,1,21.0,3,1
5,51,21,1,3,1.0,0,1
9,6,17,1,1,21.0,7,1
2,42,19,1,1,16.0,3,1
3,26,37,1,1,19.0,2,1
5,13,6,1,5,8.0,0,1
5,24,32,1,1,19.0,6,1
5,10,17,1,1,16.0,0,1
6,47,8,1,5,14.0,0,1
2,36,9,1,5,19.0,0,1
5,13,23,4,1,22.0,0,2
0,72,37,2,3,16.0,0,1
9,6,10,5,5,16.0,1,2
5,24,14,1,1,22.0,4,1
7,48,26,1,1,21.0,0,1
3,39,7,4,5,10.0,0,2
9,6,30,1,1,19.0,1,1
3,55,29,1,3,19.0,0,1
8,32,20,5,5,16.0,2,2
9,53,1,1,5,1.0,0,1
7,48,24,1,1,22.0,7,1
5,13,37,1,3,16.0,0,1
3,26,35,1,1,16.0,0,1
3,26,25,1,5,19.0,4,1
2,34,38,4,2,21.0,1,2
9,6,14,1,5,16.0,1,1
9,6,5,1,5,7.0,0,1
5,37,12,1,1,21.0,1,1
6,21,7,1,5,11.0,0,1
7,48,10,1,5,20.0,1,1
5,51,19,1,1,12.0,0,1
7,40,7,1,5,11.0,0,1
2,36,26,1,5,16.0,0,1
5,12,27,1,1,20.0,0,1
5,13,33,1,4,16.0,0,1
3,39,18,1,1,20.0,2,1
3,26,37,1,2,16.0,0,1
5,51,22,5,1,6.0,0,2
2,34,28,2,1,16.0,2,1
2,34,8,1,5,12.0,0,1
5,51,21,1,1,22.0,5,1
7,5,35,1,3,17.0,0,1
7,48,3,1,5,3.0,0,1
3,26,32,1,3,16.0,0,1
5,13,27,1,1,16.0,0,1
3,26,9,1,5,18.0,0,1
5,13,20,1,1,16.0,1,1
3,39,37,1,5,19.0,0,1
3,26,13,1,3,18.0,2,1
9,6,32,4,1,23.0,0,2
2,42,5,1,5,7.0,0,1
7,48,17,5,1,15.0,0,2
3,17,15,1,1,19.0,2,1
2,36,31,5,1,9.0,0,2
7,48,11,1,5,19.0,2,1
5,12,30,4,1,16.0,0,2
6,47,35,1,2,16.0,0,1
1,23,35,1,1,16.0,0,1
7,48,26,1,5,16.0,2,1
2,36,1,4,5,1.0,0,2
2,36,5,1,5,9.0,0,1
2,36,15,5,1,24.0,2,2
8,8,20,1,1,21.0,4,1
7,22,27,1,5,19.0,5,1
9,6,15,1,5,21.0,16,1
7,40,3,1,5,2.0,0,1
7,48,4,1,5,6.0,0,1
9,6,3,1,5,4.0,0,1
8,8,33,1,5,18.0,0,1
4,29,1,1,5,1.0,0,1
5,45,38,1,1,16.0,0,1
5,12,11,1,5,21.0,1,1
2,36,29,1,3,13.0,0,1
7,48,19,5,1,19.0,2,2
3,26,28,1,1,18.0,3,1
9,6,32,5,1,12.0,0,2
8,35,14,1,5,16.0,0,1
4,29,37,1,2,20.0,0,1
4,46,35,1,1,16.0,1,1
5,45,12,1,1,17.0,0,1
2,34,9,1,5,19.0,0,1
9,6,7,3,5,11.0,0,1
9,6,7,1,5,11.0,0,1
9,6,39,1,1,21.0,0,1
5,12,31,1,4,17.0,2,1
4,27,26,1,1,21.0,0,1
2,36,8,5,5,12.0,0,2
4,19,1,1,5,1.0,0,1
6,1,22,1,1,21.0,6,1
7,48,36,1,1,20.0,0,1
7,48,7,1,5,12.0,0,1
5,12,38,1,1,21.0,0,1
8,16,27,1,1,20.0,13,1
7,48,11,1,5,16.0,0,1
3,26,22,1,1,21.0,7,1
3,39,11,1,5,21.0,1,1
2,34,15,1,5,19.0,0,1
7,48,23,1,1,16.0,6,1
8,4,39,1,1,21.0,0,1
0,72,36,2,3,16.0,0,1
5,13,13,1,5,21.0,1,1
8,4,21,1,3,17.0,1,1
3,55,11,1,5,16.0,1,1
7,48,44,4,3,24.0,0,2
5,12,19,5,1,21.0,0,2
5,13,6,1,5,10.0,0,1
2,42,38,1,1,23.0,0,1
2,36,17,5,5,19.0,0,2
9,6,3,1,5,3.0,0,1
2,34,32,5,1,16.0,2,2
5,13,37,1,1,21.0,0,1
5,37,29,1,3,19.0,0,1
8,32,19,4,4,12.0,3,2
9,6,2,1,5,2.0,0,1
5,37,17,5,1,22.0,0,2
5,51,1,1,5,0.0,0,1
5,13,29,1,1,20.0,4,1
5,13,21,1,1,1.0,0,1
9,6,32,1,1,19.0,6,1
2,36,15,1,5,20.0,0,1
3,17,37,1,1,21.0,0,1
9,6,28,1,1,21.0,6,1
2,42,20,1,1,22.0,4,1
2,36,21,1,1,13.0,0,1
9,6,25,5,1,21.0,0,2
5,12,40,4,3,22.0,0,2
5,24,37,1,3,19.0,0,1
9,6,21,1,5,16.0,2,1
7,48,28,4,2,21.0,6,2
3,17,23,1,1,21.0,3,1
5,12,23,5,1,19.0,0,2
2,36,32,1,1,16.0,0,1
8,49,28,1,1,16.0,2,1
7,48,29,1,1,21.0,5,1
3,17,9,1,5,19.0,0,1
5,12,24,1,3,16.0,3,1
4,27,9,1,5,14.0,0,1
5,37,31,1,3,20.0,4,1
7,48,9,1,5,18.0,0,1
1,25,31,4,1,20.0,0,2
8,49,8,1,5,14.0,0,1
9,6,26,1,1,19.0,3,1
1,9,36,1,1,20.0,0,1
5,24,23,4,1,21.0,3,2
2,34,28,4,1,20.0,3,2
2,34,12,1,5,20.0,0,1
9,6,45,1,2,21.0,0,1
4,19,3,1,5,3.0,0,1
5,13,29,1,3,21.0,2,1
3,17,40,1,1,16.0,0,1
9,6,24,5,3,21.0,12,2
4,29,12,1,1,20.0,0,1
5,13,11,1,5,19.0,0,1
4,20,30,1,3,19.0,0,1
4,20,35,1,1,19.0,0,1
1,9,28,1,1,16.0,5,1
8,16,47,1,1,19.0,0,1
3,55,21,1,1,21.0,3,1
9,6,4,1,5,5.0,0,1
6,47,25,1,5,16.0,0,1
9,6,29,2,1,20.0,14,1
9,6,14,1,5,19.0,0,1
3,18,45,1,2,21.0,0,1
5,51,46,1,2,16.0,0,1
3,39,4,1,5,5.0,0,1
9,6,1,1,5,0.0,0,1
5,51,29,1,3,22.0,6,1
2,36,2,1,5,2.0,0,1
3,26,16,1,5,18.0,0,1
3,18,32,1,3,20.0,4,1
3,26,33,1,1,20.0,0,1
5,12,28,4,5,21.0,0,2
5,13,31,4,1,16.0,0,2
2,36,12,1,5,21.0,0,1
1,9,32,1,5,18.0,2,1
3,17,30,1,5,16.0,3,1
5,24,29,1,1,20.0,0,1
3,55,38,1,3,16.0,0,1
9,6,29,1,1,19.0,0,1
5,37,35,1,2,21.0,0,1
8,4,25,1,1,21.0,16,1
7,48,34,3,1,20.0,0,1
6,1,13,1,1,16.0,3,1
8,4,39,1,2,14.0,0,1
7,48,19,1,5,22.0,4,1
7,48,28,5,5,4.0,1,2
5,24,15,4,1,16.0,0,2
6,21,35,1,5,16.0,0,1
9,6,7,1,5,11.0,0,1
5,24,12,1,5,21.0,1,1
2,34,25,1,1,21.0,9,1
3,26,23,1,3,18.0,2,1
7,22,1,1,5,0.0,0,1
7,48,32,1,2,24.0,6,1
3,39,2,1,5,2.0,0,1
2,36,45,1,2,16.0,0,1
3,17,18,1,1,15.0,3,1
5,45,22,1,1,16.0,3,1
3,17,11,1,1,21.0,0,1
2,36,29,4,3,21.0,2,2
5,12,13,1,5,17.0,0,1
4,19,25,1,1,19.0,5,1
7,48,31,4,3,18.0,0,2
8,16,15,4,1,21.0,6,2
9,6,14,1,1,19.0,1,1
5,13,17,1,5,16.0,1,1
1,25,31,1,2,18.0,4,1
2,34,22,1,5,16.0,4,1
5,12,30,4,3,21.0,13,2
9,6,23,1,3,21.0,0,1
8,4,18,4,1,16.0,3,2
7,48,24,1,1,18.0,4,1
5,51,37,1,1,22.0,0,1
9,41,14,1,1,19.0,1,1
6,47,42,1,2,19.0,0,1
4,31,30,1,1,23.0,6,1
5,12,36,1,1,16.0,0,1
9,6,37,5,1,5.0,0,2
8,49,6,1,5,9.0,0,1
3,18,7,1,5,12.0,0,1
3,18,37,1,1,20.0,0,1
8,4,31,5,1,22.0,0,2
9,6,1,1,5,1.0,0,1
5,12,28,5,1,21.0,1,2
2,42,1,1,5,1.0,0,1
5,51,20,1,1,12.0,0,1
9,6,22,5,1,12.0,0,2
8,16,3,1,5,3.0,0,1
2,36,31,1,3,20.0,3,1
7,48,8,1,5,12.0,0,1
4,29,33,1,2,9.0,0,1
6,21,0,1,5,0.0,0,1
6,21,8,1,5,11.0,0,1
3,17,30,1,1,23.0,9,1
6,21,0,1,5,0.0,0,1
9,6,35,5,3,19.0,0,2
1,9,15,1,1,16.0,0,1
7,48,7,1,5,1.0,0,1
3,26,13,1,5,21.0,3,1
0,72,19,2,5,9.0,0,1
5,12,30,1,3,16.0,1,1
3,18,9,1,5,18.0,0,1
2,36,21,1,3,22.0,0,1
3,39,11,1,5,21.0,1,1
6,21,38,1,1,16.0,0,1
9,53,36,1,1,19.0,6,1
3,18,38,1,2,16.0,0,1
8,4,6,1,5,11.0,0,1
8,35,6,1,5,8.0,0,1
9,41,31,1,1,21.0,3,1
5,13,12,1,5,21.0,5,1
5,37,10,1,5,20.0,0,1
2,36,3,1,5,4.0,0,1
3,17,17,1,1,20.0,3,1
8,32,47,4,1,24.0,6,2
3,17,41,1,2,20.0,0,1
2,36,30,1,3,20.0,0,1
8,8,25,1,1,21.0,5,1
2,36,37,1,5,16.0,0,1
6,1,27,1,3,21.0,4,1
2,34,39,1,2,22.0,0,1
7,22,33,1,1,18.0,0,1
5,13,37,1,1,21.0,0,1
3,26,28,1,1,16.0,0,1
9,15,28,1,1,19.0,0,1
7,5,26,1,1,21.0,6,1
7,48,34,1,1,21.0,3,1
9,6,2,1,5,3.0,0,1
4,19,43,1,5,19.0,0,1
2,36,29,1,1,20.0,3,1
4,29,30,1,1,16.0,0,1
2,42,41,1,1,18.0,0,1
5,45,22,1,1,18.0,4,1
3,39,26,1,5,16.0,0,1
9,6,32,1,1,22.0,9,1
4,20,16,1,5,22.0,0,1
3,18,17,5,5,11.0,0,2
9,53,34,1,1,14.0,0,1
9,6,30,1,5,16.0,3,1
9,6,20,1,5,21.0,22,1
3,26,9,1,5,16.0,0,1
5,12,7,1,5,10.0,0,1
7,48,24,1,1,20.0,3,1
9,15,36,1,1,22.0,0,1
9,6,4,1,5,4.0,0,1
3,17,37,4,1,20.0,0,2
3,17,42,1,1,16.0,0,1
8,8,15,5,1,19.0,1,2
7,48,6,1,5,11.0,0,1
0,72,1,2,5,0.0,0,1
2,42,32,1,3,16.0,0,1
9,6,22,2,3,13.0,0,1
8,8,22,5,1,1.0,0,2
6,28,41,1,1,23.0,0,1
6,47,35,1,1,21.0,0,1
1,44,21,1,3,19.0,4,1
5,12,31,1,3,16.0,0,1
3,26,25,1,4,16.0,0,1
5,12,40,1,2,16.0,0,1
8,4,9,5,5,16.0,0,2
9,53,8,1,5,14.0,0,1
5,37,19,1,1,21.0,3,1
2,36,9,5,5,19.0,0,2
2,34,27,1,1,16.0,0,1
2,42,36,1,3,16.0,0,1
9,41,20,1,1,20.0,3,1
7,48,35,1,1,22.0,0,1
6,21,34,1,1,20.0,1,1
7,48,47,1,2,20.0,0,1
3,55,42,1,1,21.0,0,1
5,37,19,1,1,23.0,3,1
8,4,31,4,1,10.0,3,2
2,34,13,1,5,21.0,2,1
2,42,44,1,1,21.0,0,1
3,26,32,1,5,16.0,0,1
4,29,0,1,5,0.0,0,1
3,18,0,1,5,0.0,0,1
3,18,6,1,5,9.0,0,1
6,1,21,1,1,16.0,1,1
2,34,17,1,5,16.0,0,1
1,25,27,1,5,21.0,6,1
4,19,31,1,3,16.0,2,1
2,36,25,5,1,18.0,1,2
7,48,31,1,1,21.0,13,1
6,1,32,1,3,16.0,0,1
3,26,13,5,5,22.0,0,2
3,39,9,1,5,16.0,0,1
9,6,15,1,1,16.0,5,1
8,4,8,5,5,14.0,0,2
9,53,5,1,5,6.0,0,1
9,6,18,1,5,21.0,5,1
8,16,28,1,1,18.0,0,1
3,39,42,1,2,21.0,0,1
3,18,11,5,5,18.0,1,2
6,47,0,1,5,0.0,0,1
5,24,23,1,3,20.0,0,1
5,51,18,1,1,21.0,0,1
9,6,5,1,5,9.0,0,1
2,34,9,1,5,18.0,0,1
7,48,4,1,5,5.0,0,1
5,37,7,1,5,12.0,0,1
2,34,39,1,3,18.0,0,1
2,42,24,1,1,16.0,3,1
5,12,17,1,5,20.0,4,1
5,45,33,1,2,20.0,0,1
3,39,33,1,5,20.0,2,1
4,29,35,1,1,17.0,0,1
2,36,34,1,4,17.0,0,1
9,6,9,1,5,20.0,0,1
5,45,15,1,1,20.0,3,1
3,17,41,1,2,16.0,2,1
2,36,27,1,1,21.0,4,1
5,51,36,1,1,21.0,0,1
5,12,35,1,5,16.0,0,1
5,37,40,1,5,21.0,0,1
5,12,2,1,5,1.0,0,1
8,16,29,1,1,20.0,0,1
2,42,14,1,1,21.0,10,1
5,37,38,1,2,20.0,0,1
5,37,6,1,5,9.0,0,1
5,45,32,1,1,21.0,0,1
5,13,23,1,1,22.0,0,1
5,37,28,1,1,22.0,5,1
9,6,4,1,5,6.0,0,1
4,27,32,1,1,22.0,0,1
7,48,10,1,5,16.0,0,1
5,12,6,1,5,11.0,0,1
9,53,36,1,2,16.0,0,1
2,42,30,1,1,16.0,0,1
1,25,8,1,5,13.0,0,1
4,20,34,1,3,19.0,0,1
2,36,18,4,1,21.0,13,2
9,41,25,1,3,17.0,0,1
5,12,8,1,5,12.0,0,1
2,36,42,1,1,21.0,0,1
7,40,4,1,5,5.0,0,1
5,13,1,1,5,2.0,0,1
5,24,24,1,1,19.0,0,1
2,36,32,1,5,11.0,0,1
2,42,30,1,1,20.0,0,1
2,42,26,1,1,21.0,1,1
5,51,29,1,1,14.0,1,1
5,13,18,1,5,15.0,1,1
2,34,31,1,1,18.0,6,1
5,12,1,1,5,1.0,0,1
8,32,21,1,1,22.0,4,1
2,42,11,1,5,18.0,1,1
2,34,34,1,5,19.0,0,1
7,40,10,1,5,19.0,0,1
7,22,21,1,1,21.0,3,1
5,12,21,1,1,16.0,0,1
5,45,4,1,5,5.0,0,1
9,6,16,1,5,11.0,0,1
7,48,5,1,5,7.0,0,1
7,48,35,1,3,13.0,0,1
3,55,24,1,5,17.0,2,1
3,26,37,1,1,16.0,0,1
3,18,1,1,5,0.0,0,1
9,6,20,1,5,16.0,0,1
5,45,32,1,1,21.0,7,1
1,33,31,1,3,16.0,0,1
3,39,1,1,5,1.0,0,1
5,12,17,1,5,19.0,0,1
9,6,38,1,3,22.0,1,1
9,6,1,1,5,0.0,0,1
3,55,31,1,3,17.0,0,1
2,42,9,1,5,14.0,0,1
8,4,39,1,1,18.0,0,1
5,54,6,1,5,10.0,0,1
9,6,5,1,5,7.0,0,1
5,12,24,1,1,22.0,16,1
6,47,18,1,3,16.0,6,1
9,6,24,1,1,16.0,0,1
9,6,29,5,1,16.0,2,2
9,6,15,1,5,19.0,1,1
7,5,35,2,1,20.0,0,1
2,36,29,1,1,20.0,3,1
3,55,35,1,1,21.0,0,1
6,1,40,1,1,16.0,0,1
4,27,38,1,1,21.0,0,1
5,51,0,1,5,0.0,0,1
7,22,39,1,1,19.0,0,1
7,48,14,5,1,22.0,2,2
9,6,29,1,1,22.0,11,1
5,51,14,1,5,21.0,3,1
6,1,28,1,1,17.0,0,1
8,49,12,1,5,17.0,0,1
2,36,37,1,3,22.0,0,1
5,12,27,2,2,21.0,2,1
9,6,15,1,5,17.0,1,1
2,34,32,1,1,19.0,2,1
7,48,32,4,1,12.0,0,2
9,6,39,1,1,21.0,0,1
7,48,25,1,1,18.0,2,1
2,36,8,1,5,14.0,0,1
9,6,40,1,3,21.0,0,1
7,48,28,1,1,21.0,0,1
2,42,37,4,5,16.0,0,2
2,36,38,1,1,21.0,0,1
8,8,14,1,5,22.0,3,1
6,47,37,1,1,16.0,0,1
7,5,28,1,1,16.0,3,1
2,36,38,1,1,20.0,0,1
7,48,7,1,5,11.0,0,1
7,48,33,1,5,20.0,0,1
5,12,30,1,1,16.0,4,1
7,22,32,1,1,21.0,0,1
9,6,21,5,3,16.0,0,2
6,1,45,1,1,21.0,0,1
5,37,22,1,1,20.0,7,1
3,39,20,5,1,22.0,7,2
4,31,8,1,5,13.0,0,1
9,53,40,1,2,19.0,0,1
5,37,10,1,5,20.0,0,1
5,12,15,1,5,21.0,0,1
2,36,24,1,5,20.0,1,1
1,33,30,1,1,19.0,3,1
4,29,42,4,2,16.0,0,2
9,41,8,1,5,14.0,0,1
7,48,18,1,1,23.0,0,1
6,47,1,1,5,1.0,0,1
8,35,37,3,3,21.0,0,1
7,5,8,1,5,13.0,0,1
9,6,19,1,1,19.0,5,1
0,72,17,2,1,17.0,0,1
3,26,18,4,1,23.0,11,2
3,39,40,1,2,19.0,0,1
7,48,19,1,1,17.0,0,1
5,51,32,1,1,18.0,1,1
1,25,25,1,1,20.0,9,1
8,8,1,1,5,1.0,0,1
3,39,37,1,1,18.0,0,1
3,17,28,1,3,20.0,3,1
6,1,34,1,1,19.0,0,1
5,37,18,1,3,16.0,1,1
2,36,2,1,5,2.0,0,1
3,18,24,1,1,19.0,2,1
5,12,12,5,5,16.0,2,2
6,1,0,1,5,0.0,0,1
9,6,6,1,5,8.0,0,1
5,12,36,4,1,15.0,0,2
8,30,29,3,1,21.0,0,1
7,48,10,1,5,14.0,0,1
9,6,17,4,1,22.0,2,2
5,13,29,1,5,16.0,0,1
9,53,43,1,1,21.0,0,1
9,6,4,1,5,6.0,0,1
5,24,5,1,5,8.0,0,1
7,48,11,1,5,18.0,1,1
9,6,15,1,5,19.0,0,1
7,22,41,1,2,16.0,0,1
5,13,27,1,4,19.0,0,1
5,12,16,4,3,21.0,2,2
8,4,5,5,5,7.0,0,2
4,27,23,1,3,20.0,4,1
9,6,19,1,1,16.0,3,1
9,6,11,1,5,16.0,2,1
3,39,26,1,1,16.0,2,1
3,55,30,1,1,16.0,3,1
5,45,37,1,1,22.0,0,1
7,48,21,1,5,21.0,3,1
9,6,38,4,2,13.0,0,2
3,39,1,1,5,0.0,0,1
2,36,29,5,5,16.0,1,2
4,27,9,1,5,16.0,1,1
5,13,26,1,3,16.0,4,1
8,4,7,1,5,10.0,0,1
5,13,19,1,3,16.0,2,1
9,6,24,1,5,17.0,9,1
5,12,19,5,1,21.0,6,2
3,18,9,1,5,18.0,0,1
2,36,39,1,1,20.0,0,1
5,12,10,1,5,16.0,0,1
3,18,5,1,5,8.0,0,1
1,25,42,1,2,16.0,0,1
4,27,10,1,5,16.0,3,1
2,34,12,1,5,21.0,2,1
8,16,28,1,1,16.0,1,1
2,36,8,1,5,14.0,0,1
5,13,24,4,1,21.0,2,2
7,48,36,1,1,14.0,0,1
9,41,4,1,5,6.0,0,1
3,17,8,4,5,14.0,0,2
3,17,12,1,1,18.0,0,1
9,41,14,5,5,16.0,4,2
3,39,31,1,1,20.0,5,1
8,16,13,1,5,1.0,2,1
7,48,29,1,1,21.0,10,1
5,45,32,1,3,21.0,0,1
7,48,42,1,3,10.0,0,1
3,17,33,1,1,19.0,0,1
4,38,19,1,1,21.0,2,1
6,47,38,4,1,16.0,0,2
4,29,4,1,5,5.0,0,1
9,6,2,1,5,1.0,0,1
2,36,34,1,1,16.0,0,1
9,6,30,1,1,12.0,1,1
7,48,18,1,5,16.0,0,1
8,49,10,1,5,16.0,1,1
9,6,10,1,5,16.0,0,1
4,27,40,1,1,20.0,0,1
9,6,27,1,1,18.0,4,1
3,18,18,1,5,15.0,0,1
2,36,29,1,5,16.0,0,1
3,55,34,1,1,16.0,0,1
9,6,29,4,1,16.0,3,2
8,32,19,1,5,22.0,2,1
3,39,24,1,1,14.0,0,1
9,6,36,1,1,21.0,0,1
3,39,37,1,1,18.0,0,1
5,51,18,1,1,22.0,10,1
3,39,2,1,5,1.0,0,1
3,17,30,1,1,22.0,5,1
8,32,26,4,2,20.0,4,2
1,23,20,1,1,21.0,0,1
2,42,30,1,1,20.0,0,1
5,13,10,1,5,19.0,0,1
5,12,23,1,5,21.0,3,1
7,22,38,1,1,22.0,4,1
8,49,8,1,5,13.0,0,1
8,49,30,1,1,16.0,0,1
5,51,21,1,5,23.0,13,1
3,55,13,1,5,21.0,3,1
6,47,41,1,2,19.0,0,1
2,36,21,1,1,21.0,3,1
4,27,10,1,5,16.0,0,1
6,21,9,1,5,18.0,0,1
3,17,37,1,3,20.0,0,1
5,12,24,1,1,21.0,1,1
6,1,18,1,5,15.0,2,1
5,10,8,1,5,14.0,0,1
5,12,30,4,1,17.0,1,2
2,42,6,1,5,11.0,0,1
9,6,26,1,1,21.0,12,1
4,31,18,1,1,21.0,4,1
9,6,17,4,5,19.0,3,2
3,55,22,1,1,16.0,1,1
7,48,19,1,5,21.0,2,1
8,4,6,1,5,10.0,0,1
8,4,25,1,5,19.0,0,1
5,24,13,1,5,20.0,1,1
8,30,4,1,5,6.0,0,1
7,22,21,1,3,21.0,2,1
4,27,21,1,1,16.0,2,1
1,44,44,1,2,16.0,0,1
2,36,31,1,1,16.0,2,1
9,6,37,1,1,21.0,0,1
3,18,9,1,5,16.0,0,1
3,26,27,1,1,23.0,4,1
5,12,35,1,1,16.0,0,1
9,6,2,1,5,2.0,0,1
1,23,27,1,1,20.0,0,1
9,6,3,1,5,3.0,0,1
