DIVISION,ST,AGEP,CIT,MAR,SCHL,WAGP,NATIVITY
9,6,14,1,1,18.0,0,1
2,36,6,1,5,10.0,0,1
5,51,38,1,5,16.0,0,1
2,36,34,1,3,14.0,1,1
4,27,40,4,1,22.0,0,2
6,1,33,1,1,17.0,0,1
5,12,18,4,1,15.0,0,2
8,35,14,1,1,16.0,1,1
5,51,15,1,5,22.0,7,1
5,24,31,4,2,21.0,0,2
2,36,11,4,5,21.0,0,2
2,34,7,1,5,12.0,0,1
5,13,6,1,5,10.0,0,1
4,31,30,1,1,19.0,4,1
4,29,7,1,5,12.0,0,1
3,26,14,1,1,24.0,0,1
3,55,20,1,1,20.0,0,1
3,39,37,1,1,16.0,0,1
5,12,40,1,1,16.0,0,1
3,18,5,1,5,8.0,0,1
7,48,35,1,1,18.0,3,1
5,12,41,1,3,16.0,0,1
7,22,27,1,1,16.0,0,1
7,48,19,1,1,23.0,0,1
8,16,1,1,5,2.0,0,1
6,21,35,1,3,21.0,1,1
8,4,12,1,5,16.0,1,1
3,26,28,1,3,21.0,3,1
3,39,28,1,3,16.0,1,1
4,29,13,1,5,21.0,0,1
2,42,5,1,5,8.0,0,1
8,4,22,1,5,20.0,6,1
5,12,12,1,5,21.0,2,1
8,49,3,1,5,3.0,0,1
2,34,22,1,5,16.0,0,1
0,72,46,2,2,1.0,0,1
2,42,27,1,1,21.0,4,1
2,36,37,5,2,21.0,0,2
8,4,37,1,1,21.0,0,1
0,72,32,1,1,19.0,0,1
7,48,27,1,1,20.0,1,1
6,1,5,1,5,7.0,0,1
7,48,12,1,5,22.0,3,1
3,26,36,1,1,19.0,0,1
9,6,19,4,3,16.0,1,2
3,55,8,1,5,14.0,0,1
5,51,35,1,1,16.0,0,1
5,37,35,1,1,21.0,0,1
9,6,29,5,2,21.0,2,2
2,42,21,1,1,22.0,4,1
5,12,13,1,5,22.0,0,1
9,6,30,1,1,17.0,0,1
5,13,47,1,2,19.0,0,1
5,12,19,3,1,22.0,0,1
7,22,41,1,3,22.0,0,1
5,12,11,1,1,19.0,0,1
9,6,11,1,5,16.0,0,1
5,12,8,1,5,14.0,0,1
1,9,40,1,1,16.0,0,1
1,9,19,1,5,18.0,0,1
4,46,19,1,4,18.0,0,1
8,4,35,1,1,16.0,0,1
9,6,22,1,5,22.0,0,1
6,47,16,1,5,18.0,4,1
5,13,22,1,5,1.0,3,1
3,39,21,1,1,20.0,1,1
8,4,41,1,1,21.0,0,1
6,21,4,1,5,5.0,0,1
9,6,32,1,3,21.0,0,1
4,29,35,1,1,16.0,0,1
1,25,24,1,3,22.0,4,1
9,6,5,1,5,7.0,0,1
8,4,20,1,3,16.0,0,1
3,18,35,1,1,18.0,2,1
3,26,33,1,1,14.0,0,1
5,12,27,1,1,16.0,9,1
4,19,22,1,1,20.0,4,1
2,36,24,4,1,22.0,6,2
3,17,9,1,5,18.0,3,1
5,37,15,1,1,12.0,0,1
6,47,27,1,3,16.0,3,1
2,34,25,3,5,21.0,9,1
7,48,31,1,3,19.0,0,1
3,18,6,1,5,11.0,0,1
5,12,30,1,5,16.0,0,1
3,17,17,1,1,21.0,3,1
6,21,29,1,5,16.0,2,1
7,48,4,1,5,5.0,0,1
7,22,35,1,5,16.0,0,1
6,28,15,1,1,13.0,2,1
8,16,38,1,1,22.0,0,1
5,12,2,1,5,3.0,0,1
8,16,21,1,3,17.0,2,1
7,48,18,5,1,1.0,0,2
5,51,7,1,5,11.0,0,1
2,36,6,1,5,11.0,0,1
3,26,7,1,5,11.0,0,1
2,42,4,1,5,6.0,0,1
7,48,25,1,1,16.0,5,1
7,5,1,1,5,1.0,0,1
2,36,4,1,5,5.0,0,1
4,27,35,1,1,22.0,0,1
5,13,16,1,5,15.0,2,1
5,45,18,1,1,21.0,5,1
4,29,22,1,3,21.0,2,1
8,32,34,1,2,12.0,0,1
7,40,31,1,3,20.0,1,1
2,42,48,1,2,21.0,0,1
3,18,4,1,5,7.0,0,1
9,6,1,1,5,0.0,0,1
7,48,34,1,5,16.0,0,1
6,1,35,1,1,20.0,0,1
2,34,35,1,1,21.0,7,1
4,29,6,1,5,10.0,0,1
6,21,5,1,5,6.0,0,1
9,41,25,1,1,20.0,5,1
9,6,29,1,1,21.0,0,1
5,54,41,1,2,16.0,1,1
4,29,4,1,5,5.0,0,1
9,6,38,1,1,17.0,0,1
6,47,31,1,2,16.0,2,1
5,45,9,1,5,14.0,0,1
3,26,13,5,5,21.0,7,2
4,27,37,1,5,21.0,0,1
7,48,35,1,1,16.0,0,1
2,34,32,1,2,16.0,5,1
8,49,8,1,5,14.0,0,1
6,28,13,1,5,21.0,2,1
5,54,6,1,5,9.0,0,1
9,6,31,1,5,19.0,2,1
1,25,9,5,5,18.0,0,2
3,17,8,5,5,14.0,0,2
5,13,18,1,1,19.0,0,1
3,26,12,1,5,20.0,3,1
5,13,22,1,1,20.0,3,1
7,48,0,1,5,0.0,0,1
6,21,26,1,1,21.0,5,1
9,6,20,1,1,22.0,0,1
8,35,26,1,5,19.0,2,1
5,51,15,1,1,21.0,6,1
9,41,31,5,3,22.0,0,2
6,1,33,1,2,18.0,0,1
8,30,34,1,1,19.0,0,1
9,6,25,5,1,21.0,22,2
3,39,19,4,1,22.0,9,2
5,37,33,1,3,24.0,1,1
7,48,32,1,3,19.0,0,1
5,54,19,1,3,1.0,3,1
9,6,12,1,5,19.0,0,1
9,6,17,5,3,16.0,0,2
9,53,0,1,5,0.0,0,1
9,6,10,1,5,20.0,0,1
1,33,27,1,3,21.0,4,1
9,53,20,1,5,17.0,0,1
4,19,15,1,1,21.0,5,1
9,6,45,4,2,19.0,0,2
7,48,9,1,5,11.0,0,1
3,39,17,1,5,21.0,3,1
3,39,24,1,3,19.0,0,1
7,48,15,1,1,19.0,1,1
5,45,25,1,1,19.0,0,1
2,42,2,1,5,2.0,0,1
9,6,29,1,1,19.0,6,1
5,51,1,1,5,0.0,0,1
2,42,39,1,1,16.0,0,1
3,17,7,1,5,10.0,0,1
3,39,38,1,3,16.0,0,1
2,36,18,1,5,11.0,4,1
9,53,28,1,3,18.0,0,1
2,42,10,1,5,19.0,0,1
6,47,35,1,1,19.0,2,1
2,42,23,1,1,19.0,4,1
4,27,12,1,1,21.0,2,1
3,26,3,1,5,2.0,0,1
9,6,25,1,5,21.0,0,1
9,53,38,1,1,20.0,0,1
7,5,7,1,5,12.0,0,1
3,17,36,3,2,19.0,0,1
6,1,31,1,4,13.0,0,1
5,51,24,1,5,13.0,0,1
9,15,17,1,3,20.0,3,1
7,48,19,1,5,16.0,1,1
1,23,18,1,1,21.0,5,1
4,27,35,1,2,19.0,0,1
2,36,37,1,1,23.0,0,1
9,6,20,1,5,12.0,1,1
6,47,32,1,1,18.0,2,1
4,29,11,1,5,21.0,0,1
2,36,37,1,1,21.0,0,1
6,28,30,1,2,1.0,0,1
2,42,41,1,1,16.0,0,1
9,6,21,4,1,22.0,5,2
9,6,14,1,5,21.0,2,1
3,17,25,5,5,14.0,1,2
3,17,14,1,5,1.0,1,1
9,41,25,1,5,22.0,2,1
5,13,4,1,5,7.0,0,1
5,51,48,1,2,8.0,0,1
9,6,33,4,1,16.0,0,2
4,20,10,1,5,13.0,0,1
5,12,44,1,2,16.0,0,1
2,36,39,1,1,22.0,0,1
5,51,33,1,1,16.0,6,1
4,29,36,1,1,17.0,0,1
5,13,28,1,1,20.0,4,1
5,12,40,1,1,19.0,0,1
2,34,41,1,2,21.0,0,1
2,34,15,1,5,22.0,3,1
2,34,37,1,1,21.0,0,1
3,17,9,1,5,14.0,0,1
2,36,23,1,3,15.0,7,1
5,45,13,1,5,16.0,2,1
5,12,21,1,5,20.0,3,1
8,32,34,1,1,21.0,0,1
2,36,11,1,5,21.0,0,1
2,36,23,1,1,23.0,8,1
7,22,13,1,1,21.0,4,1
9,6,30,1,1,16.0,0,1
8,56,25,1,1,16.0,0,1
5,13,34,1,1,16.0,0,1
3,55,19,1,1,16.0,0,1
3,26,14,1,1,24.0,1,1
5,51,26,1,1,19.0,3,1
3,26,3,1,5,3.0,0,1
5,45,11,1,5,20.0,1,1
5,37,0,1,5,0.0,0,1
6,1,19,1,1,16.0,0,1
5,12,31,1,2,17.0,0,1
2,36,9,1,5,18.0,0,1
7,48,35,1,3,20.0,1,1
5,24,25,3,3,22.0,6,1
3,39,31,1,5,21.0,2,1
2,36,7,1,5,12.0,0,1
5,12,27,1,1,19.0,2,1
4,29,22,1,3,20.0,8,1
5,37,1,1,5,0.0,0,1
2,42,26,1,5,20.0,0,1
3,39,35,1,1,16.0,32,1
3,17,13,1,1,21.0,1,1
1,25,17,1,3,21.0,0,1
1,9,18,1,1,22.0,20,1
1,23,29,1,1,16.0,0,1
5,13,40,1,1,16.0,0,1
3,17,32,3,1,19.0,2,1
3,17,18,1,3,13.0,1,1
9,41,36,1,3,23.0,0,1
9,6,39,5,2,1.0,0,2
4,38,18,1,1,16.0,1,1
5,13,28,1,1,16.0,0,1
6,1,24,1,1,20.0,3,1
8,32,5,1,5,7.0,0,1
9,6,24,1,1,24.0,0,1
9,53,30,1,1,21.0,0,1
5,24,20,1,3,21.0,3,1
8,49,14,1,1,22.0,0,1
8,49,30,1,3,16.0,0,1
8,8,18,1,1,21.0,7,1
5,13,0,1,5,0.0,0,1
9,6,6,1,5,10.0,0,1
6,1,11,1,5,19.0,0,1
5,13,36,1,1,19.0,0,1
4,29,37,1,2,20.0,4,1
8,4,22,1,1,21.0,16,1
9,6,27,1,1,19.0,26,1
2,36,2,1,5,1.0,0,1
9,6,2,1,5,1.0,0,1
5,24,30,1,1,21.0,6,1
7,22,19,1,5,19.0,3,1
7,48,23,5,1,1.0,1,2
5,51,23,4,1,21.0,11,2
3,26,26,1,1,21.0,1,1
5,12,21,1,1,21.0,4,1
9,6,20,5,1,22.0,11,2
9,53,27,1,3,18.0,3,1
5,45,37,1,1,17.0,0,1
9,41,3,1,5,3.0,0,1
7,22,16,1,5,22.0,4,1
3,26,24,1,1,21.0,0,1
8,4,1,1,5,0.0,0,1
3,39,10,1,5,13.0,0,1
2,34,31,1,1,16.0,0,1
3,17,7,1,5,12.0,0,1
3,39,18,1,1,21.0,9,1
1,25,3,1,5,5.0,0,1
6,21,13,1,5,23.0,4,1
6,1,28,1,1,16.0,0,1
5,37,44,1,1,15.0,0,1
7,48,20,1,1,22.0,4,1
5,13,4,1,5,5.0,0,1
5,13,22,1,1,23.0,4,1
2,42,32,1,1,17.0,0,1
9,53,17,1,5,21.0,2,1
9,53,31,1,1,23.0,0,1
7,48,27,1,1,21.0,0,1
9,6,21,4,1,16.0,4,2
8,8,17,1,3,18.0,2,1
4,29,20,1,1,21.0,6,1
9,41,17,1,1,19.0,0,1
1,25,9,1,5,19.0,0,1
5,12,39,1,1,18.0,0,1
5,12,44,4,5,20.0,0,2
5,37,10,1,5,16.0,1,1
2,36,29,1,1,20.0,2,1
5,37,21,1,5,19.0,4,1
5,37,30,1,1,20.0,2,1
9,6,39,1,3,19.0,0,1
7,48,15,5,1,16.0,1,2
5,24,39,4,1,18.0,0,2
1,9,4,1,5,6.0,0,1
3,17,26,1,5,18.0,1,1
8,8,20,1,1,13.0,0,1
6,1,22,1,3,21.0,7,1
4,29,23,1,3,18.0,0,1
3,39,28,1,5,21.0,1,1
4,27,19,1,1,18.0,2,1
2,34,21,5,1,12.0,1,2
1,9,7,5,5,13.0,0,2
7,48,20,5,1,21.0,0,2
3,26,8,1,5,14.0,0,1
5,13,10,1,5,19.0,0,1
2,36,4,5,5,8.0,0,2
5,12,11,1,5,20.0,0,1
3,26,33,1,1,16.0,0,1
5,13,20,1,1,22.0,3,1
2,36,26,1,1,22.0,9,1
3,18,24,1,3,21.0,4,1
4,31,28,1,5,11.0,0,1
9,53,38,1,1,20.0,0,1
4,19,7,1,5,10.0,0,1
9,6,43,1,1,20.0,0,1
5,12,43,1,1,22.0,0,1
2,36,28,1,3,17.0,0,1
4,29,21,1,3,18.0,3,1
9,53,40,1,1,21.0,0,1
8,30,36,1,1,20.0,0,1
6,1,30,1,1,14.0,3,1
4,29,26,1,1,21.0,1,1
7,5,32,1,3,21.0,4,1
7,5,37,1,1,16.0,0,1
9,6,22,5,1,21.0,0,2
5,51,24,5,1,22.0,9,2
9,53,21,1,1,17.0,7,1
5,24,30,1,1,19.0,8,1
6,1,6,1,5,10.0,0,1
9,6,21,5,5,16.0,0,2
3,17,14,1,1,19.0,0,1
9,6,14,1,1,21.0,6,1
2,36,27,1,4,21.0,2,1
6,47,6,1,5,11.0,0,1
4,20,1,1,5,0.0,0,1
9,6,23,5,1,22.0,12,2
5,12,35,1,1,18.0,0,1
9,6,31,4,1,19.0,0,2
3,39,20,1,5,1.0,0,1
1,44,28,1,5,16.0,1,1
3,39,34,1,3,16.0,0,1
4,29,24,1,3,18.0,8,1
2,42,6,1,5,11.0,0,1
9,2,29,5,1,16.0,0,2
6,47,21,5,5,11.0,0,2
7,48,10,1,5,19.0,1,1
9,6,27,4,1,23.0,45,2
4,27,9,1,5,19.0,0,1
5,13,1,1,5,1.0,0,1
9,6,11,5,5,16.0,2,2
8,8,20,4,1,22.0,3,2
7,48,10,5,1,16.0,0,2
5,37,47,1,2,16.0,0,1
3,39,18,1,1,14.0,0,1
4,19,1,1,5,1.0,0,1
5,51,26,1,1,21.0,13,1
5,24,8,1,1,13.0,0,1
2,42,30,1,5,22.0,3,1
9,6,30,3,3,19.0,2,1
5,13,20,4,1,21.0,2,2
2,36,1,1,5,1.0,0,1
7,48,14,1,3,16.0,0,1
9,6,14,1,5,22.0,3,1
3,17,27,1,1,21.0,5,1
5,51,8,1,5,13.0,0,1
9,6,3,1,5,4.0,0,1
3,39,39,1,3,18.0,0,1
5,10,3,1,5,4.0,0,1
5,12,22,1,5,23.0,3,1
9,53,43,1,2,19.0,0,1
6,1,35,1,3,18.0,0,1
6,47,3,5,5,3.0,0,2
5,37,30,1,1,16.0,0,1
9,6,36,4,5,21.0,0,2
3,18,15,1,1,16.0,3,1
4,20,40,1,3,22.0,0,1
3,26,8,1,5,13.0,0,1
2,34,1,1,5,0.0,0,1
9,53,15,1,1,17.0,3,1
9,6,1,1,5,1.0,0,1
3,39,38,1,2,16.0,0,1
5,24,4,1,5,7.0,0,1
9,6,17,1,1,16.0,2,1
8,32,35,1,3,19.0,0,1
4,29,18,1,5,16.0,0,1
3,18,33,1,1,20.0,2,1
3,26,12,1,5,15.0,0,1
8,8,32,1,1,16.0,1,1
3,18,32,1,1,19.0,2,1
3,26,22,1,1,20.0,0,1
5,37,37,1,1,13.0,0,1
9,6,14,5,5,19.0,4,2
4,29,35,1,1,20.0,0,1
8,49,13,1,1,22.0,4,1
6,47,10,1,5,16.0,1,1
9,6,0,1,5,0.0,0,1
1,25,2,1,5,2.0,0,1
6,21,17,1,1,18.0,0,1
3,26,13,1,1,16.0,2,1
6,1,30,1,1,1.0,0,1
2,36,36,1,1,22.0,0,1
3,18,22,1,1,16.0,4,1
8,4,9,1,5,18.0,1,1
7,48,11,1,5,17.0,0,1
9,6,35,1,3,16.0,0,1
8,8,32,1,1,16.0,4,1
5,12,15,1,5,16.0,1,1
3,39,34,1,2,12.0,0,1
5,37,15,4,1,21.0,3,2
6,47,6,1,5,8.0,0,1
2,36,19,1,1,22.0,5,1
3,39,35,1,1,20.0,0,1
3,17,21,1,1,16.0,1,1
5,45,31,1,2,23.0,4,1
2,36,4,1,5,5.0,0,1
7,48,14,1,1,19.0,0,1
2,36,11,1,5,20.0,0,1
7,48,31,4,2,16.0,0,2
7,40,29,1,4,19.0,0,1
7,40,0,1,5,0.0,0,1
2,34,35,1,2,19.0,0,1
3,39,29,1,1,16.0,5,1
7,48,30,1,4,21.0,3,1
5,37,1,1,5,0.0,0,1
8,8,33,1,1,21.0,0,1
8,32,29,3,3,18.0,5,1
7,48,10,1,5,19.0,0,1
7,22,5,1,5,8.0,0,1
5,24,7,1,5,12.0,0,1
6,28,17,1,3,19.0,2,1
1,25,14,1,5,21.0,0,1
9,6,28,5,1,24.0,5,2
5,12,35,1,2,18.0,0,1
5,37,15,1,5,16.0,0,1
7,48,23,4,1,15.0,0,2
3,26,15,1,5,16.0,0,1
9,6,12,1,5,15.0,0,1
5,45,20,1,1,21.0,34,1
7,5,2,1,5,2.0,0,1
6,28,38,1,3,16.0,0,1
1,25,4,5,5,3.0,0,2
2,34,8,1,5,13.0,0,1
1,25,34,1,1,22.0,0,1
2,42,32,1,1,16.0,0,1
2,42,39,1,1,16.0,0,1
9,6,6,1,5,9.0,0,1
7,48,8,1,5,14.0,0,1
3,26,20,1,1,20.0,3,1
3,39,25,1,1,19.0,4,1
3,39,6,1,5,9.0,0,1
4,27,5,1,5,7.0,0,1
2,34,33,1,5,20.0,0,1
3,39,42,1,3,1.0,0,1
9,6,18,1,1,19.0,2,1
9,53,0,1,5,0.0,0,1
9,53,35,1,1,19.0,0,1
9,6,12,1,1,19.0,1,1
9,6,33,1,3,16.0,0,1
5,54,30,1,1,16.0,6,1
9,53,32,2,1,22.0,8,1
9,53,1,1,5,0.0,0,1
5,12,27,1,1,20.0,6,1
2,42,32,1,1,21.0,14,1
9,6,34,1,2,16.0,0,1
9,6,19,1,1,16.0,0,1
9,6,4,1,5,6.0,0,1
2,34,18,1,5,1.0,3,1
5,51,38,4,1,19.0,0,2
9,6,31,5,2,5.0,0,2
5,37,3,1,5,3.0,0,1
5,24,26,1,3,16.0,4,1
1,23,34,1,1,21.0,6,1
2,36,7,1,5,11.0,0,1
8,35,11,1,5,20.0,0,1
9,6,31,4,5,20.0,0,2
2,36,11,1,5,21.0,0,1
3,17,28,1,1,18.0,4,1
7,5,37,1,1,21.0,0,1
2,36,15,4,5,16.0,0,2
9,6,19,1,1,19.0,4,1
5,37,16,1,1,16.0,0,1
6,1,24,1,1,17.0,3,1
5,12,13,1,5,13.0,0,1
7,48,29,1,1,22.0,0,1
8,8,13,1,5,20.0,2,1
3,39,32,1,1,15.0,3,1
5,13,8,1,5,13.0,0,1
5,13,36,1,1,21.0,0,1
8,8,19,1,1,22.0,8,1
9,6,11,5,5,16.0,0,2
3,18,26,1,1,20.0,6,1
5,51,11,1,5,19.0,1,1
9,6,0,1,5,0.0,0,1
7,48,8,1,5,13.0,0,1
9,6,27,4,1,12.0,0,2
5,24,37,1,3,20.0,0,1
1,25,11,1,5,21.0,0,1
9,6,26,1,1,19.0,2,1
5,12,26,1,1,21.0,9,1
7,48,16,1,1,16.0,3,1
9,6,28,5,5,12.0,0,2
6,47,15,1,1,22.0,1,1
5,51,29,4,3,16.0,0,2
2,36,4,1,5,6.0,0,1
0,72,8,2,5,14.0,0,1
3,39,28,1,3,17.0,0,1
5,24,29,1,1,19.0,11,1
7,48,26,1,1,22.0,7,1
3,18,7,4,5,10.0,0,2
5,24,31,1,1,21.0,10,1
9,6,34,1,5,21.0,0,1
3,26,19,1,1,21.0,4,1
2,42,9,1,5,14.0,0,1
5,45,29,1,3,21.0,0,1
6,21,21,1,2,21.0,27,1
3,17,25,4,1,16.0,0,2
5,12,19,1,1,22.0,2,1
9,41,2,1,5,2.0,0,1
5,54,24,1,3,16.0,4,1
1,33,40,1,1,16.0,0,1
5,10,28,1,1,18.0,6,1
7,48,31,4,1,12.0,0,2
4,27,17,1,1,19.0,0,1
7,5,18,1,4,19.0,0,1
5,54,3,1,5,4.0,0,1
3,39,9,1,5,16.0,0,1
4,19,1,1,5,1.0,0,1
5,13,36,1,1,16.0,0,1
7,22,26,1,5,16.0,0,1
3,26,31,1,1,16.0,1,1
5,45,30,1,1,17.0,0,1
9,6,13,1,5,22.0,6,1
2,36,14,1,5,21.0,0,1
5,12,6,1,5,10.0,0,1
2,34,26,1,3,18.0,7,1
6,28,36,1,3,19.0,0,1
0,72,14,2,5,21.0,1,1
5,54,14,1,5,16.0,1,1
9,6,8,1,5,13.0,0,1
2,36,27,1,3,22.0,5,1
9,6,20,1,1,21.0,4,1
2,42,34,1,1,16.0,0,1
7,40,3,1,5,3.0,0,1
9,6,23,1,1,22.0,7,1
7,48,18,1,1,16.0,1,1
2,36,25,2,3,18.0,2,1
7,48,9,1,3,9.0,0,1
5,37,15,1,5,20.0,1,1
6,21,25,1,5,11.0,0,1
4,29,38,1,1,12.0,0,1
9,2,26,1,1,16.0,6,1
9,53,35,5,3,17.0,1,2
5,51,4,1,5,4.0,0,1
2,36,28,1,2,17.0,0,1
9,6,34,4,1,19.0,0,2
9,41,20,4,1,21.0,5,2
5,12,45,1,2,15.0,0,1
6,1,3,1,5,4.0,0,1
1,50,31,1,1,19.0,2,1
8,32,18,5,1,22.0,4,2
9,6,48,5,2,1.0,0,2
9,6,25,1,1,19.0,9,1
2,42,21,1,1,11.0,0,1
9,15,7,1,5,12.0,0,1
7,48,12,1,5,21.0,4,1
5,45,26,1,3,19.0,6,1
3,18,37,1,1,21.0,0,1
7,40,11,1,1,16.0,1,1
3,39,16,1,1,21.0,7,1
3,26,36,1,1,18.0,0,1
5,13,22,1,1,21.0,0,1
5,37,25,1,1,21.0,3,1
9,6,12,1,5,21.0,1,1
5,51,3,1,5,4.0,0,1
9,6,13,1,5,16.0,0,1
2,36,17,1,1,21.0,7,1
4,29,38,1,1,19.0,0,1
7,48,12,5,5,16.0,2,2
8,16,32,1,1,16.0,0,1
2,34,5,1,5,8.0,0,1
4,27,0,1,5,0.0,0,1
4,27,17,1,5,17.0,0,1
5,37,22,1,1,21.0,1,1
5,51,25,1,1,23.0,7,1
4,19,6,1,5,9.0,0,1
4,29,0,1,5,0.0,0,1
4,27,22,1,1,21.0,5,1
9,6,7,1,5,10.0,0,1
7,48,40,1,1,16.0,0,1
9,6,13,1,5,21.0,9,1
2,34,19,5,1,21.0,1,2
9,6,32,1,1,19.0,1,1
3,17,4,1,5,5.0,0,1
8,16,31,1,1,19.0,3,1
6,1,37,1,2,16.0,0,1
1,25,0,1,5,0.0,0,1
2,36,7,1,5,12.0,0,1
8,8,15,5,1,16.0,0,2
3,17,19,1,5,21.0,0,1
0,72,24,2,4,18.0,1,1
3,18,18,1,1,19.0,0,1
9,6,20,5,5,18.0,3,2
5,12,25,1,1,20.0,3,1
5,12,3,1,5,3.0,0,1
5,51,2,1,5,1.0,0,1
7,48,20,1,3,12.0,0,1
6,21,45,1,5,16.0,0,1
2,34,17,1,1,21.0,12,1
3,39,11,1,4,16.0,0,1
7,48,24,1,1,21.0,3,1
7,48,14,1,1,19.0,0,1
2,34,34,4,1,16.0,0,2
2,42,3,1,5,3.0,0,1
3,18,6,1,5,9.0,0,1
2,34,34,1,1,19.0,0,1
6,47,22,1,1,20.0,4,1
7,48,10,1,5,19.0,0,1
9,15,11,1,5,21.0,0,1
7,48,30,1,1,19.0,6,1
5,13,11,1,5,21.0,4,1
2,42,18,1,5,20.0,3,1
5,51,39,1,4,23.0,14,1
5,12,33,1,1,18.0,0,1
9,6,3,1,5,4.0,0,1
8,35,21,1,3,19.0,0,1
2,34,32,4,1,21.0,0,2
3,17,6,1,5,9.0,0,1
9,6,4,1,5,8.0,0,1
3,55,39,1,1,16.0,0,1
3,18,46,1,2,16.0,0,1
5,12,41,1,2,19.0,0,1
9,6,18,1,5,20.0,5,1
3,17,40,1,2,16.0,0,1
5,45,18,1,1,21.0,2,1
4,27,38,1,1,24.0,0,1
8,4,24,5,1,16.0,0,2
7,48,8,1,5,13.0,0,1
4,29,35,1,3,22.0,0,1
3,17,48,1,2,16.0,0,1
2,42,14,1,1,20.0,1,1
9,6,4,1,5,6.0,0,1
8,4,38,1,1,16.0,0,1
7,48,15,1,5,21.0,8,1
5,12,28,1,3,10.0,3,1
1,25,10,5,5,19.0,0,2
2,36,26,1,1,19.0,0,1
2,36,17,1,5,16.0,0,1
9,6,9,1,5,16.0,0,1
8,30,30,1,1,20.0,8,1
7,5,23,1,1,16.0,0,1
2,36,41,4,1,20.0,0,2
2,42,40,1,5,21.0,0,1
6,21,37,1,1,16.0,0,1
9,6,36,1,5,19.0,6,1
5,12,9,1,5,16.0,1,1
8,4,7,1,5,10.0,0,1
6,1,35,1,1,16.0,0,1
2,36,27,1,3,21.0,2,1
3,39,28,1,1,22.0,0,1
5,13,34,1,1,21.0,0,1
3,18,1,1,5,0.0,0,1
2,36,45,1,2,15.0,0,1
2,36,15,1,5,16.0,4,1
4,19,24,1,1,22.0,1,1
4,27,18,1,1,19.0,3,1
3,39,12,1,5,16.0,0,1
3,18,24,1,1,21.0,7,1
7,40,30,1,1,21.0,2,1
2,36,9,1,5,15.0,0,1
5,12,13,1,5,16.0,1,1
9,6,25,5,5,16.0,0,2
5,45,15,5,5,24.0,6,2
9,6,28,1,3,18.0,3,1
8,4,2,1,5,2.0,0,1
6,47,33,1,1,23.0,0,1
5,24,4,1,5,6.0,0,1
1,25,45,1,4,16.0,0,1
2,36,38,1,1,17.0,0,1
4,27,14,1,5,13.0,2,1
5,12,9,1,5,16.0,0,1
5,12,36,4,1,16.0,0,2
4,19,26,1,5,17.0,1,1
7,48,28,1,1,21.0,5,1
2,36,23,1,1,21.0,0,1
1,9,17,1,5,21.0,7,1
6,1,4,1,5,6.0,0,1
3,39,20,1,1,23.0,6,1
4,31,27,1,3,20.0,3,1
9,6,3,1,5,4.0,0,1
5,12,3,1,5,3.0,0,1
7,48,36,1,3,16.0,0,1
7,22,33,1,3,19.0,0,1
3,18,2,1,5,2.0,0,1
1,25,40,1,2,11.0,0,1
7,48,2,1,5,1.0,0,1
5,13,31,1,1,16.0,3,1
6,47,0,1,5,0.0,0,1
7,48,15,1,1,22.0,5,1
2,42,11,1,5,16.0,0,1
5,37,27,3,1,21.0,13,1
8,35,41,1,3,22.0,0,1
7,40,10,1,5,16.0,1,1
6,1,7,1,5,12.0,0,1
5,37,15,1,5,16.0,0,1
6,1,31,1,3,13.0,0,1
5,12,41,1,1,21.0,0,1
9,6,12,1,5,20.0,0,1
9,6,8,5,5,13.0,0,2
7,48,31,1,1,22.0,2,1
3,26,14,1,5,18.0,0,1
2,36,20,4,1,21.0,5,2
9,6,3,1,5,4.0,0,1
1,33,17,1,1,21.0,4,1
9,53,38,1,3,21.0,0,1
6,47,26,1,3,20.0,0,1
5,12,10,1,5,19.0,0,1
3,17,18,1,1,21.0,4,1
3,17,12,1,5,16.0,1,1
3,26,19,1,5,16.0,0,1
5,37,11,1,5,16.0,1,1
7,22,34,4,2,21.0,0,2
7,48,36,1,1,16.0,0,1
8,4,6,1,5,10.0,0,1
5,12,23,1,1,19.0,3,1
5,13,29,1,1,18.0,2,1
5,12,40,1,1,20.0,0,1
5,13,26,1,1,22.0,5,1
9,15,31,5,3,18.0,0,2
6,21,38,1,1,20.0,0,1
3,55,17,1,3,20.0,4,1
5,12,44,1,1,14.0,0,1
3,18,5,1,5,7.0,0,1
7,48,11,5,5,19.0,0,2
3,26,48,1,2,16.0,0,1
5,12,25,1,1,20.0,3,1
5,51,2,1,5,2.0,0,1
8,49,17,1,1,21.0,0,1
2,36,20,1,5,24.0,5,1
9,6,7,1,5,11.0,0,1
9,6,18,1,1,22.0,4,1
9,6,25,5,1,18.0,0,2
9,6,7,1,5,11.0,0,1
3,18,32,1,1,16.0,3,1
9,6,34,1,1,19.0,0,1
8,8,11,1,5,19.0,2,1
6,28,32,1,1,1.0,0,1
2,36,9,5,1,16.0,0,2
3,39,24,1,3,24.0,1,1
5,13,11,1,5,19.0,0,1
9,6,3,1,5,3.0,0,1
7,48,34,1,1,24.0,6,1
4,27,15,1,5,21.0,2,1
4,27,42,1,1,19.0,0,1
3,17,3,1,5,3.0,0,1
7,48,5,1,5,9.0,0,1
3,39,4,1,5,5.0,0,1
7,48,22,1,1,15.0,4,1
5,37,27,1,1,17.0,2,1
3,39,39,1,1,21.0,0,1
5,51,19,1,1,24.0,15,1
